-143950373328.8651,36236811312.30264,18735898.547038056
-143609947092.9263,37488655324.84571,20109522.298676267
-143258641468.27036,38737659327.61217,21481622.62304198
-142896478950.03955,39983727586.74496,22852094.957024403
-142523482895.58987,41226764524.43331,24220834.785068173
-142139677523.85556,42466674727.00889,25587737.647842977
-141745087914.63217,43703362953.0498,26952699.15093265
-141339740007.77826,44936734141.491585,28315614.973542828
-140923660602.33502,46166693419.74434,29676380.87722626
-140496877355.56372,47393146111.81494,31034892.71462484
-140059418781.9005,48615997746.43358,32391046.438227445
-139611314251.8286,49835154065.1836,33744738.10914261
-139152593990.66727,51050521030.63376,35095863.90588511
-138683289077.27734,52262004834.47191,36444320.133175455
-138203431442.68356,53469511905.63921,37790003.23075141
-137713053868.6126,54672948918.463905,39132809.78219041
-137212189985.94745,55872222800.79364,40472636.52374207
-136700874273.09727,57067240742.12548,41809380.353169605
-136179142054.28305,58257910201.732506,43142938.338599294
-135647029497.73836,59444138916.786125,44473207.72737693
-135104573613.82555,60625834910.47305,45800085.95493019
-134551812253.06682,61802906500.10598,47123470.65363596
-133988784104.0903,62975262305.22694,48443259.661691494
-133415528691.49078,64142811255.70233,49759351.031988546
-132832086373.60518,65305462599.808716,51071643.040989116
-132238498340.20248,66463125912.308136,52380034.197602056
-131634806610.08818,67615711102.51222,53684423.25205928
-131021054028.62303,68763128422.33383,54984709.20479057
-130397284265.15616,69905288474.32532,56280791.3152959
-129763541810.3724,71042102219.70236,57572569.11101414
-129119871973.55388,72173480986.35233,58859942.39618717
-128466320879.75572,73299336476.82613,60142811.2607181
-127802935466.89607,74419580776.3125,61421076.0890227
-127129763482.76021,75534126360.59367,62694637.568872824
-126446853481.91896,76642886103.98146,63963396.70023067
-125754254822.56133,77745773287.23253,65227254.80407292
-125052017663.24147,78842701605.44202,66486113.5312034
-124340192959.54001,79933585175.91426,67739874.87105335
-123618832460.6399,81018338546.0097,68988441.16046806
-122887988705.81668,82096876700.9668,70231715.09247866
-122147715020.84369,83169115071.69795,71469599.72505817
-121398065514.31174,84234969542.5584,72701998.4898603
-120639095073.86401,85294356459.08693,73928815.20094025
-119870859362.34593,86347192635.7174,75149954.06345606
-119093414813.87035,87393395363.46005,76365319.68234938
-118306818629.79814,88432882417.55133,77574817.07100475
-117511128774.6346,89465572065.07147,78778351.6598859
-116706403971.84161,90491383072.52853,79975829.30514815
-115892703699.56602,91510234713.40788,81167156.29722561
-115070088186.28435,92522046775.68608,82352239.36939208
-114238618406.3642,93526739569.3081,83530985.70629446
-113398356075.5426,94524233933.62679,84703302.9524575
-112549363646.32155,95514451244.8035,85869099.22075874
-111691704303.28113,96497313423.16893,87028283.10087241
-110825441958.31056,97472742940.543,88180763.66768126
