2.693544427080984e+33,-5.341121699841053e+33,-2.647577272760069e+33
2.6942217045998067e+33,-5.341800563369212e+33,-2.6475788587694054e+33
2.694895729901837e+33,-5.342476202300495e+33,-2.647580472398658e+33
2.6955664480513573e+33,-5.34314856160792e+33,-2.6475821135565627e+33
2.696233804302797e+33,-5.343817586451857e+33,-2.6475837821490606e+33
2.6968977441063286e+33,-5.344483222185615e+33,-2.647585478079286e+33
2.697558213113459e+33,-5.345145414361038e+33,-2.6475872012475787e+33
2.698215157182632e+33,-5.345804108734105e+33,-2.647588951551473e+33
2.6988685223848366e+33,-5.346459251270529e+33,-2.6475907288856926e+33
2.699518255009214e+33,-5.347110788151368e+33,-2.6475925331421544e+33
2.7001643015686643e+33,-5.347758665778633e+33,-2.6475943642099684e+33
2.700806608805463e+33,-5.348402830780896e+33,-2.647596221975433e+33
2.7014451236968683e+33,-5.349043230018901e+33,-2.647598106322033e+33
2.702079793460735e+33,-5.349679810591186e+33,-2.6476000171304516e+33
2.70271056556112e+33,-5.350312519839673e+33,-2.6476019542785536e+33
2.703337387713892e+33,-5.350941305355296e+33,-2.647603917641404e+33
2.7039602078923325e+33,-5.351566114983589e+33,-2.647605907091256e+33
2.704578974332734e+33,-5.352186896830295e+33,-2.647607922497561e+33
2.705193635539992e+33,-5.352803599266958e+33,-2.647609963726966e+33
2.705804140293193e+33,-5.353416170936521e+33,-2.6476120306433276e+33
2.706410437651191e+33,-5.354024560758889e+33,-2.647614123107698e+33
2.707012476958182e+33,-5.354628717936528e+33,-2.647616240978346e+33
2.7076102078492574e+33,-5.35522859196001e+33,-2.647618384110752e+33
2.708203580255961e+33,-5.355824132613575e+33,-2.6476205523576133e+33
2.708792544411828e+33,-5.356415289980686e+33,-2.6476227455688575e+33
2.709377050857905e+33,-5.357002014449542e+33,-2.6476249635916377e+33
2.709957050448268e+33,-5.357584256718617e+33,-2.647627206270349e+33
2.710532494355521e+33,-5.35816196780215e+33,-2.6476294734466286e+33
2.7111033340762804e+33,-5.358735099035646e+33,-2.647631764959366e+33
2.711669521436636e+33,-5.359303602081349e+33,-2.6476340806447127e+33
2.712231008597603e+33,-5.359867428933693e+33,-2.64763642033609e+33
2.712787748060554e+33,-5.360426531924749e+33,-2.647638783864195e+33
2.7133396926726305e+33,-5.360980863729644e+33,-2.647641171057014e+33
2.7138867956321264e+33,-5.361530377371961e+33,-2.6476435817398343e+33
2.714429010493865e+33,-5.362075026229111e+33,-2.647646015735246e+33
2.714966291174535e+33,-5.362614764037706e+33,-2.6476484728631704e+33
2.715498591958025e+33,-5.363149544898875e+33,-2.6476509529408506e+33
2.716025867500707e+33,-5.363679323283584e+33,-2.6476534557828776e+33
2.7165480728367174e+33,-5.364204054037918e+33,-2.647655981201201e+33
2.717065163383196e+33,-5.364723692388337e+33,-2.6476585290051415e+33
2.717577094945504e+33,-5.365238193946909e+33,-2.647661099001405e+33
2.7180838237224105e+33,-5.365747514716501e+33,-2.64766369099409e+33
2.718585306311251e+33,-5.36625161109597e+33,-2.647666304784719e+33
2.7190814997130484e+33,-5.366750439885287e+33,-2.647668940172239e+33
2.719572361337614e+33,-5.367243958290655e+33,-2.647671596953041e+33
2.720057849008603e+33,-5.367732123929584e+33,-2.647674274920981e+33
2.720537920968541e+33,-5.368214894835936e+33,-2.647676973867394e+33
2.7210125358838167e+33,-5.368692229464927e+33,-2.64767969358111e+33
2.7214816528496327e+33,-5.369164086698108e+33,-2.647682433848475e+33
2.7219452313949257e+33,-5.369630425848295e+33,-2.64768519445337e+33
2.722403231487247e+33,-5.370091206664471e+33,-2.6476879751772245e+33
2.7228556135375935e+33,-5.370546389336637e+33,-2.6476907757990436e+33
2.723302338405215e+33,-5.37099593450064e+33,-2.647693596095425e+33
2.7237433674023666e+33,-5.371439803242945e+33,-2.647696435840578e+33
2.7241786622990226e+33,-5.37187795710537e+33,-2.647699294806347e+33
2.7246081853275465e+33,-5.37231035808978e+33,-2.6477021727622333e+33
2.7250318991873235e+33,-5.37273696866274e+33,-2.6477050694754165e+33
2.725449767049333e+33,-5.373157751760105e+33,-2.6477079847107725e+33
2.725861752560685e+33,-5.373572670791595e+33,-2.6477109182309095e+33
2.72626781984911e+33,-5.373981689645289e+33,-2.6477138697961785e+33
2.72666793352739e+33,-5.374384772692095e+33,-2.647716839164705e+33
2.7270620586977544e+33,-5.374781884790163e+33,-2.6477198260924085e+33
2.727450160956208e+33,-5.375172991289242e+33,-2.647722830333034e+33
2.727832206396826e+33,-5.375558058035e+33,-2.647725851638174e+33
2.728208161615981e+33,-5.375937051373274e+33,-2.6477288897572927e+33
2.728577993716527e+33,-5.376309938154285e+33,-2.647731944437758e+33
